"Category","City","Country","Customer Name","Manufacturer","Order Date","Order ID","Postal Code","Product Name","Region","Segment","Ship Date","Ship Mode","State","Sub-Category","Discount","Number of Records","Profit","Profit Ratio","Quantity","Sales","Column22","Profit_Amount","Formatted_Order_Date","Sales_Amount","Profit_Amount:1","Formatted_Order_Date:1"
Technology,Linden,United States,Cyma Kinney,Maxell,"2/8/11",CA-2011-107755,7036,Maxell DVD-RAM Discs,East,Corporate,"2/13/11",Standard Class,New Jersey,Accessories,"0%",1,US$50 ,"43%",7,US$115 ,"",50,"2011-08-02",115,50,"2011-08-02"
Furniture,North Las Vegas,United States,Nathan Mautz,Master Caster,"2/9/11",CA-2011-125759,89031,"Master Caster Door Stop, Large Brown",West,Home Office,"2/10/11",First Class,Nevada,Furnishings,"0%",1,US$6 ,"38%",2,US$15 ,"",6,"2011-09-02",15,6,"2011-09-02"
Furniture,Columbia,United States,Guy Armstrong,Global,"2/12/11",CA-2011-168368,65203,"Global Value Mid-Back Manager's Chair, Gray",Central,Consumer,"2/16/11",Second Class,Missouri,Chairs,"0%",1,US$15 ,"25%",1,US$61 ,"",15,"2011-12-02",61,15,"2011-12-02"
Furniture,Columbia,United States,Guy Armstrong,Other,"2/12/11",CA-2011-168368,65203,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Central,Consumer,"2/16/11",Second Class,Missouri,Furnishings,"0%",1,US$53 ,"16%",3,US$333 ,"",53,"2011-12-02",333,53,"2011-12-02"
Furniture,Chesapeake,United States,Natalie Fritzler,Hon,"2/12/11",CA-2011-127614,23320,Hon 2111 Invitation Series Corner Table,South,Consumer,"2/16/11",Standard Class,Virginia,Tables,"0%",1,US$75 ,"6%",6,"US$1,256 ","",75,"2011-12-02",1,75,"2011-12-02"
Office Supplies,Columbia,United States,Guy Armstrong,Other,"2/12/11",CA-2011-168368,65203,VariCap6 Expandable Binder,Central,Consumer,"2/16/11",Second Class,Missouri,Binders,"0%",1,US$24 ,"47%",3,US$52 ,"",24,"2011-12-02",52,24,"2011-12-02"
Office Supplies,Columbia,United States,Guy Armstrong,Wilson Jones,"2/12/11",CA-2011-168368,65203,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Central,Consumer,"2/16/11",Second Class,Missouri,Binders,"0%",1,US$4 ,"46%",2,US$10 ,"",4,"2011-12-02",10,4,"2011-12-02"
Office Supplies,Columbia,United States,Guy Armstrong,Avery,"2/12/11",CA-2011-168368,65203,Avery 483,Central,Consumer,"2/16/11",Second Class,Missouri,Labels,"0%",1,US$7 ,"46%",3,US$15 ,"",7,"2011-12-02",15,7,"2011-12-02"
Office Supplies,Columbia,United States,Guy Armstrong,Fellowes,"2/12/11",CA-2011-168368,65203,Fellowes Neat Ideas Storage Cubes,Central,Consumer,"2/16/11",Second Class,Missouri,Storage,"0%",1,US$3 ,"4%",2,US$65 ,"",3,"2011-12-02",65,3,"2011-12-02"
Office Supplies,Chesapeake,United States,Natalie Fritzler,Wilson Jones,"2/12/11",CA-2011-127614,23320,Wilson Jones Leather-Like Binders with DublLock Round Rings,South,Consumer,"2/16/11",Standard Class,Virginia,Binders,"0%",1,US$8 ,"47%",2,US$17 ,"",8,"2011-12-02",17,8,"2011-12-02"
Technology,Chesapeake,United States,Natalie Fritzler,Enermax,"2/12/11",CA-2011-127614,23320,Enermax Aurora Lite Keyboard,South,Consumer,"2/16/11",Standard Class,Virginia,Accessories,"0%",1,US$103 ,"44%",3,US$234 ,"",103,"2011-12-02",234,103,"2011-12-02"
Furniture,Concord,United States,Sanjit Chand,Global,"2/13/11",US-2011-110674,94521,"Global Geo Office Task Chair, Gray",West,Consumer,"2/19/11",Standard Class,California,Chairs,"20%",1,(US$24),-19%,2,US$130 ,"",-24,"2011-13-02",130,-24,"2011-13-02"
Office Supplies,Seattle,United States,Marina Lichtenstein,Belkin,"2/15/11",CA-2011-121762,98103,Belkin 8 Outlet Surge Protector,West,Corporate,"2/19/11",Standard Class,Washington,Appliances,"0%",1,US$23 ,"28%",2,US$82 ,"",23,"2011-15-02",82,23,"2011-15-02"
Office Supplies,Seattle,United States,Marina Lichtenstein,Other,"2/15/11",CA-2011-121762,98103,Compact Automatic Electric Letter Opener,West,Corporate,"2/19/11",Standard Class,Washington,Supplies,"0%",1,US$5 ,"2%",2,US$239 ,"",5,"2011-15-02",239,5,"2011-15-02"
Technology,Seattle,United States,Marina Lichtenstein,Logitech,"2/15/11",CA-2011-121762,98103,Logitech G600 MMO Gaming Mouse,West,Corporate,"2/19/11",Standard Class,Washington,Accessories,"0%",1,US$86 ,"36%",3,US$240 ,"",86,"2011-15-02",240,86,"2011-15-02"
Office Supplies,Houston,United States,Shui Tom,Other,"2/15/11",CA-2011-107706,77095,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Central,Consumer,"2/20/11",Second Class,Texas,Paper,"20%",1,US$6 ,"38%",3,US$16 ,"",6,"2011-15-02",16,6,"2011-15-02"
Office Supplies,Seattle,United States,Barry Französisch,Pressboard,"2/16/11",CA-2011-165568,98105,Pressboard Data Binders by Wilson Jones,West,Corporate,"2/20/11",Standard Class,Washington,Binders,"20%",1,US$7 ,"34%",5,US$21 ,"",7,"2011-16-02",21,7,"2011-16-02"
Office Supplies,Dallas,United States,Michael Nguyen,Holmes,"2/17/11",CA-2011-122567,75220,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Central,Consumer,"2/22/11",Standard Class,Texas,Appliances,"80%",1,(US$14),-175%,2,US$8 ,"",-14,"2011-17-02",8,-14,"2011-17-02"
Office Supplies,Dallas,United States,Michael Nguyen,Wilson Jones,"2/17/11",CA-2011-122567,75220,Wilson Jones Easy Flow II Sheet Lifters,Central,Consumer,"2/22/11",Standard Class,Texas,Binders,"80%",1,(US$2),-160%,3,US$1 ,"",-2,"2011-17-02",1,-2,"2011-17-02"
Office Supplies,Chicago,United States,Delfina Latchford,Other,"2/18/11",CA-2011-154165,60653,Staples,Central,Consumer,"2/25/11",Standard Class,Illinois,Art,"20%",1,US$9 ,"16%",14,US$54 ,"",9,"2011-18-02",54,9,"2011-18-02"
Furniture,Lubbock,United States,Troy Blackwell,DAX,"2/19/11",US-2011-165589,79424,"DAX Copper Panel Document Frame, 5 x 7 Size",Central,Consumer,"2/19/11",Same Day,Texas,Furnishings,"60%",1,(US$11),-45%,5,US$25 ,"",-11,"2011-19-02",25,-11,"2011-19-02"
Office Supplies,Arlington,United States,Aaron Bergman,Akro,"2/19/11",CA-2011-152905,76017,Akro Stacking Bins,Central,Consumer,"2/25/11",Standard Class,Texas,Storage,"20%",1,(US$3),-20%,2,US$13 ,"",-3,"2011-19-02",13,-3,"2011-19-02"
Office Supplies,Los Angeles,United States,Steven Roelle,Xerox,"2/21/11",CA-2011-164903,90049,Xerox 204,West,Home Office,"2/25/11",Standard Class,California,Paper,"0%",1,US$6 ,"48%",2,US$13 ,"",6,"2011-21-02",13,6,"2011-21-02"
Furniture,Richmond,United States,Linda Cazamias,Master Caster,"2/21/11",CA-2011-109491,47374,"Master Caster Door Stop, Brown",Central,Corporate,"2/27/11",Standard Class,Indiana,Furnishings,"0%",1,US$7 ,"34%",4,US$20 ,"",7,"2011-21-02",20,7,"2011-21-02"
Technology,Richmond,United States,Linda Cazamias,Enermax,"2/21/11",CA-2011-109491,47374,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Central,Corporate,"2/27/11",Standard Class,Indiana,Accessories,"0%",1,US$22 ,"36%",3,US$62 ,"",22,"2011-21-02",62,22,"2011-21-02"
Office Supplies,Woodstock,United States,Tamara Manning,GBC,"2/22/11",CA-2011-165540,60098,GBC Standard Plastic Binding Systems Combs,Central,Consumer,"2/26/11",Standard Class,Illinois,Binders,"80%",1,(US$14),-155%,5,US$9 ,"",-14,"2011-22-02",9,-14,"2011-22-02"
Office Supplies,Moreno Valley,United States,Sue Ann Reed,Xerox,"2/23/11",CA-2011-133354,92553,Xerox 220,West,Consumer,"2/25/11",First Class,California,Paper,"0%",1,US$9 ,"48%",3,US$19 ,"",9,"2011-23-02",19,9,"2011-23-02"
Office Supplies,El Paso,United States,Michael Grace,GBC,"2/24/11",CA-2011-103744,79907,GBC Plastic Binding Combs,Central,Home Office,"2/28/11",Standard Class,Texas,Binders,"80%",1,(US$7),-155%,3,US$4 ,"",-7,"2011-24-02",4,-7,"2011-24-02"
Office Supplies,El Paso,United States,Michael Grace,Other,"2/24/11",CA-2011-103744,79907,Staples,Central,Home Office,"2/28/11",Standard Class,Texas,Labels,"20%",1,US$2 ,"34%",3,US$7 ,"",2,"2011-24-02",7,2,"2011-24-02"
Office Supplies,Medford,United States,Jennifer Halladay,Message Book,"2/25/11",US-2011-137680,97504,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",West,Consumer,"3/2/11",Standard Class,Oregon,Paper,"20%",1,US$11 ,"34%",4,US$33 ,"",11,"2011-25-02",33,11,"2011-25-02"
Office Supplies,Medford,United States,Jennifer Halladay,TOPS,"2/25/11",US-2011-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",West,Consumer,"3/2/11",Standard Class,Oregon,Paper,"20%",1,US$8 ,"34%",3,US$23 ,"",8,"2011-25-02",23,8,"2011-25-02"
Office Supplies,Columbus,United States,Joy Smith,Zebra,"2/28/11",CA-2011-156545,43229,Zebra Zazzle Fluorescent Highlighters,East,Consumer,"3/3/11",First Class,Ohio,Art,"20%",1,US$3 ,"18%",4,US$19 ,"",3,"2011-28-02",19,3,"2011-28-02"
Furniture,El Paso,United States,Shahid Collister,Other,"3/1/11",CA-2011-131009,79907,Harbour Creations Steel Folding Chair,Central,Consumer,"3/5/11",Standard Class,Texas,Chairs,"30%",1,US$0 ,"0%",6,US$362 ,"",0,"2011-01-03",362,0,"2011-01-03"
Furniture,El Paso,United States,Shahid Collister,DAX,"3/1/11",CA-2011-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,Central,Consumer,"3/5/11",Standard Class,Texas,Furnishings,"60%",1,(US$35),-55%,6,US$64 ,"",-35,"2011-01-03",64,-35,"2011-01-03"
Furniture,Elmhurst,United States,Vicky Freymann,Novimex,"3/1/11",CA-2011-113880,60126,Novimex Swivel Fabric Task Chair,Central,Home Office,"3/5/11",Standard Class,Illinois,Chairs,"30%",1,(US$172),-27%,6,US$634 ,"",-172,"2011-01-03",634,-172,"2011-01-03"
Office Supplies,El Paso,United States,Shahid Collister,Other,"3/1/11",CA-2011-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,Central,Consumer,"3/5/11",Standard Class,Texas,Fasteners,"20%",1,(US$4),-19%,5,US$19 ,"",-4,"2011-01-03",19,-4,"2011-01-03"
Office Supplies,El Paso,United States,Shahid Collister,Fellowes,"3/1/11",CA-2011-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,Consumer,"3/5/11",Standard Class,Texas,Storage,"20%",1,(US$23),-18%,3,US$130 ,"",-23,"2011-01-03",130,-23,"2011-01-03"
Office Supplies,Elmhurst,United States,Vicky Freymann,Other,"3/1/11",CA-2011-113880,60126,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Central,Home Office,"3/5/11",Standard Class,Illinois,Paper,"20%",1,US$6 ,"33%",3,US$17 ,"",6,"2011-01-03",17,6,"2011-01-03"
Technology,New York City,United States,Hallie Redmond,Other,"3/1/11",US-2011-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,East,Home Office,"3/5/11",Standard Class,New York,Phones,"0%",1,US$2 ,"27%",3,US$6 ,"",2,"2011-01-03",6,2,"2011-01-03"
Furniture,Seattle,United States,Dave Brooks,Global,"3/1/11",CA-2011-104269,98115,Global Deluxe High-Back Manager's Chair,West,Consumer,"3/6/11",Second Class,Washington,Chairs,"20%",1,US$51 ,"11%",2,US$458 ,"",51,"2011-01-03",458,51,"2011-01-03"
Furniture,Houston,United States,Giulietta Weimer,Bevis,"3/1/11",CA-2011-168312,77036,Bevis Round Conference Room Tables and Bases,Central,Consumer,"3/7/11",Standard Class,Texas,Tables,"30%",1,(US$43),-11%,3,US$377 ,"",-43,"2011-01-03",377,-43,"2011-01-03"
Office Supplies,Houston,United States,Giulietta Weimer,Other,"3/1/11",CA-2011-168312,77036,Recycled Steel Personal File for Hanging File Folders,Central,Consumer,"3/7/11",Standard Class,Texas,Storage,"20%",1,US$9 ,"6%",3,US$137 ,"",9,"2011-01-03",137,9,"2011-01-03"
Office Supplies,Philadelphia,United States,Nicole Hansen,Xerox 1971,"3/2/11",CA-2011-111157,19120,Xerox 1971,East,Corporate,"3/6/11",Standard Class,Pennsylvania,Paper,"20%",1,US$1 ,"31%",1,US$3 ,"",1,"2011-02-03",3,1,"2011-02-03"
Technology,Philadelphia,United States,Nicole Hansen,Other,"3/2/11",CA-2011-111157,19120,Hypercom P1300 Pinpad,East,Corporate,"3/6/11",Standard Class,Pennsylvania,Accessories,"20%",1,US$32 ,"21%",3,US$151 ,"",32,"2011-02-03",151,32,"2011-02-03"
Office Supplies,New York City,United States,Kristina Nunn,Other,"3/2/11",CA-2011-107524,10009,Staples,East,Home Office,"3/8/11",Standard Class,New York,Envelopes,"0%",1,US$5 ,"47%",2,US$11 ,"",5,"2011-02-03",11,5,"2011-02-03"
Office Supplies,New York City,United States,Kristina Nunn,Array,"3/2/11",CA-2011-107524,10009,"Array Parchment Paper, Assorted Colors",East,Home Office,"3/8/11",Standard Class,New York,Paper,"0%",1,US$17 ,"48%",5,US$36 ,"",17,"2011-02-03",36,17,"2011-02-03"
Furniture,San Diego,United States,Eva Jacobs,Bevis,"3/3/11",CA-2011-105648,92037,"Bevis Oval Conference Table, Walnut",West,Consumer,"3/7/11",Standard Class,California,Tables,"20%",1,(US$23),-4%,3,US$626 ,"",-23,"2011-03-03",626,-23,"2011-03-03"
Office Supplies,Houston,United States,Sam Craven,Other,"3/3/11",CA-2011-130421,77095,"3.6 Cubic Foot Counter Height Office Refrigerator",Central,Consumer,"3/7/11",Standard Class,Texas,Appliances,"80%",1,(US$460),-260%,3,US$177 ,"",-460,"2011-03-03",177,-460,"2011-03-03"
Office Supplies,Wilmington,United States,Ashley Jarboe,Zebra,"3/3/11",CA-2011-155852,28403,Zebra Zazzle Fluorescent Highlighters,South,Consumer,"3/7/11",Second Class,North Carolina,Art,"20%",1,US$3 ,"18%",4,US$19 ,"",3,"2011-03-03",19,3,"2011-03-03"
Furniture,Columbus,United States,Jill Stevenson,O'Sullivan,"3/3/11",US-2011-127978,43229,O'Sullivan 4-Shelf Bookcase in Odessa Pine,East,Corporate,"3/8/11",Standard Class,Ohio,Bookcases,"50%",1,(US$200),-66%,5,US$302 ,"",-200,"2011-03-03",302,-200,"2011-03-03"
Office Supplies,Columbus,United States,Jill Stevenson,Avery,"3/3/11",US-2011-127978,43229,Avery 495,East,Corporate,"3/8/11",Standard Class,Ohio,Labels,"20%",1,US$5 ,"33%",3,US$15 ,"",5,"2011-03-03",15,5,"2011-03-03"
Office Supplies,Columbus,United States,Jill Stevenson,Eldon,"3/3/11",US-2011-127978,43229,Eldon Shelf Savers Cubes and Bins,East,Corporate,"3/8/11",Standard Class,Ohio,Storage,"20%",1,(US$10),-23%,8,US$45 ,"",-10,"2011-03-03",45,-10,"2011-03-03"
Office Supplies,New York City,United States,Anne Pryor,Cardinal,"3/3/11",CA-2011-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Home Office,"3/8/11",Standard Class,New York,Binders,"20%",1,US$9 ,"36%",5,US$25 ,"",9,"2011-03-03",25,9,"2011-03-03"
Office Supplies,New York City,United States,Anne Pryor,Ibico,"3/3/11",CA-2011-127964,10035,Ibico Laser Imprintable Binding System Covers,East,Home Office,"3/8/11",Standard Class,New York,Binders,"20%",1,US$41 ,"33%",3,US$126 ,"",41,"2011-03-03",126,41,"2011-03-03"
Technology,New York City,United States,Anne Pryor,Other,"3/3/11",CA-2011-127964,10035,PowerGen Dual USB Car Charger,East,Home Office,"3/8/11",Standard Class,New York,Phones,"0%",1,US$5 ,"46%",1,US$10 ,"",5,"2011-03-03",10,5,"2011-03-03"
Office Supplies,Columbia,United States,Clay Ludtke,Other,"3/4/11",CA-2011-116239,29203,Sensible Storage WireTech Storage Systems,South,Consumer,"3/4/11",Same Day,South Carolina,Storage,"0%",1,US$18 ,"5%",5,US$355 ,"",18,"2011-04-03",355,18,"2011-04-03"
Office Supplies,Margate,United States,Sanjit Chand,BIC,"3/4/11",CA-2011-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",South,Consumer,"3/9/11",Standard Class,Florida,Art,"20%",1,US$2 ,"15%",3,US$16 ,"",2,"2011-04-03",16,2,"2011-04-03"
Office Supplies,Yonkers,United States,Aimee Bixby,Newell,"3/5/11",CA-2011-169061,10701,Newell 345,East,Consumer,"3/8/11",Second Class,New York,Art,"0%",1,US$15 ,"26%",3,US$60 ,"",15,"2011-05-03",60,15,"2011-05-03"
Office Supplies,Yonkers,United States,Aimee Bixby,GBC,"3/5/11",CA-2011-169061,10701,GBC Wire Binding Combs,East,Consumer,"3/8/11",Second Class,New York,Binders,"20%",1,US$17 ,"34%",6,US$50 ,"",17,"2011-05-03",50,17,"2011-05-03"
Office Supplies,Yonkers,United States,Aimee Bixby,Xerox,"3/5/11",CA-2011-169061,10701,Xerox 1891,East,Consumer,"3/8/11",Second Class,New York,Paper,"0%",1,US$46 ,"47%",2,US$98 ,"",46,"2011-05-03",98,46,"2011-05-03"
Office Supplies,Yonkers,United States,Aimee Bixby,Acme,"3/5/11",CA-2011-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,East,Consumer,"3/8/11",Second Class,New York,Supplies,"0%",1,US$5 ,"29%",2,US$19 ,"",5,"2011-05-03",19,5,"2011-05-03"
Technology,Yonkers,United States,Aimee Bixby,Logitech,"3/5/11",CA-2011-169061,10701,Logitech Wireless Gaming Headset G930,East,Consumer,"3/8/11",Second Class,New York,Accessories,"0%",1,US$178 ,"37%",3,US$480 ,"",178,"2011-05-03",480,178,"2011-05-03"
Furniture,Seattle,United States,Aaron Bergman,Global,"3/7/11",CA-2011-156587,98103,"Global Push Button Manager's Chair, Indigo",West,Consumer,"3/8/11",First Class,Washington,Chairs,"20%",1,US$5 ,"11%",1,US$49 ,"",5,"2011-07-03",49,5,"2011-07-03"
Office Supplies,Seattle,United States,Aaron Bergman,Newell,"3/7/11",CA-2011-156587,98103,Newell 330,West,Consumer,"3/8/11",First Class,Washington,Art,"0%",1,US$5 ,"26%",3,US$18 ,"",5,"2011-07-03",18,5,"2011-07-03"
Office Supplies,Seattle,United States,Aaron Bergman,Carina,"3/7/11",CA-2011-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Consumer,"3/8/11",First Class,Washington,Storage,"0%",1,US$5 ,"2%",3,US$243 ,"",5,"2011-07-03",243,5,"2011-07-03"
Office Supplies,Des Moines,United States,Nora Pelletier,Other,"3/7/11",US-2011-131982,98198,Catalog Binders with Expanding Posts,West,Home Office,"3/11/11",Second Class,Washington,Binders,"20%",1,US$34 ,"31%",2,US$108 ,"",34,"2011-07-03",108,34,"2011-07-03"
Furniture,Seattle,United States,Craig Molinari,Global,"3/7/11",CA-2011-104563,98103,"Global Leather and Oak Executive Chair, Black",West,Corporate,"3/12/11",Standard Class,Washington,Chairs,"20%",1,US$54 ,"11%",2,US$482 ,"",54,"2011-07-03",482,54,"2011-07-03"
Furniture,Seattle,United States,Craig Molinari,Office Star,"3/7/11",CA-2011-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,West,Corporate,"3/12/11",Standard Class,Washington,Chairs,"20%",1,US$22 ,"5%",6,US$437 ,"",22,"2011-07-03",437,22,"2011-07-03"
Office Supplies,Seattle,United States,Craig Molinari,Newell,"3/7/11",CA-2011-104563,98103,Newell Chalk Holder,West,Corporate,"3/12/11",Standard Class,Washington,Art,"0%",1,US$9 ,"46%",5,US$21 ,"",9,"2011-07-03",21,9,"2011-07-03"
Office Supplies,Seattle,United States,Craig Molinari,Other,"3/7/11",CA-2011-104563,98103,"Contico 72""H Heavy-Duty Storage System",West,Corporate,"3/12/11",Standard Class,Washington,Storage,"0%",1,US$0 ,"0%",5,US$205 ,"",0,"2011-07-03",205,0,"2011-07-03"
Office Supplies,Royal Oak,United States,Scott Williamson,Other,"3/10/11",US-2011-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumer,"3/14/11",Standard Class,Michigan,Paper,"0%",1,US$11 ,"48%",2,US$22 ,"",11,"2011-10-03",22,11,"2011-10-03"
Office Supplies,Denver,United States,Kean Thornton,Boston,"3/10/11",US-2011-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,"3/17/11",Standard Class,Colorado,Art,"20%",1,US$9 ,"11%",4,US$83 ,"",9,"2011-10-03",83,9,"2011-10-03"
Office Supplies,Denver,United States,Kean Thornton,Tennsco,"3/10/11",US-2011-140116,80219,Tennsco 6- and 18-Compartment Lockers,West,Consumer,"3/17/11",Standard Class,Colorado,Storage,"20%",1,(US$16),-3%,3,US$636 ,"",-16,"2011-10-03",636,-16,"2011-10-03"
Office Supplies,Richmond,United States,Filia McAdams,Fellowes,"3/11/11",CA-2011-114790,40475,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Corporate,"3/13/11",Second Class,Kentucky,Appliances,"0%",1,US$38 ,"26%",3,US$147 ,"",38,"2011-11-03",147,38,"2011-11-03"
Office Supplies,Richmond,United States,Filia McAdams,Xerox,"3/11/11",CA-2011-114790,40475,Xerox 198,South,Corporate,"3/13/11",Second Class,Kentucky,Paper,"0%",1,US$7 ,"47%",3,US$15 ,"",7,"2011-11-03",15,7,"2011-11-03"
Technology,Richmond,United States,Filia McAdams,Maxell,"3/11/11",CA-2011-114790,40475,Maxell DVD-RAM Discs,South,Corporate,"3/13/11",Second Class,Kentucky,Accessories,"0%",1,US$14 ,"43%",2,US$33 ,"",14,"2011-11-03",33,14,"2011-11-03"
Technology,Richmond,United States,Filia McAdams,Panasonic,"3/11/11",CA-2011-114790,40475,Panasonic KX-TG9471B,South,Corporate,"3/13/11",Second Class,Kentucky,Phones,"0%",1,US$165 ,"28%",3,US$588 ,"",165,"2011-11-03",588,165,"2011-11-03"
Office Supplies,New York City,United States,Kelly Andreada,Southworth,"3/11/11",CA-2011-158337,10024,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,"3/14/11",Second Class,New York,Paper,"0%",1,US$49 ,"45%",14,US$109 ,"",49,"2011-11-03",109,49,"2011-11-03"
Office Supplies,Roseville,United States,Richard Bierner,Other,"3/11/11",US-2011-103338,95661,Economy #2 Pencils,West,Consumer,"3/15/11",Standard Class,California,Art,"0%",1,US$2 ,"26%",3,US$8 ,"",2,"2011-11-03",8,2,"2011-11-03"
Furniture,Columbus,United States,Chloris Kastensmidt,Eldon,"3/11/11",CA-2011-166884,43229,Eldon Wave Desk Accessories,East,Consumer,"3/16/11",Second Class,Ohio,Furnishings,"20%",1,US$2 ,"28%",5,US$8 ,"",2,"2011-11-03",8,2,"2011-11-03"
Office Supplies,Columbus,United States,Chloris Kastensmidt,Stockwell,"3/11/11",CA-2011-166884,43229,Stockwell Push Pins,East,Consumer,"3/16/11",Second Class,Ohio,Fasteners,"20%",1,US$2 ,"16%",6,US$10 ,"",2,"2011-11-03",10,2,"2011-11-03"
Office Supplies,Chicago,United States,Rick Bensley,Xerox,"3/14/11",CA-2011-152618,60653,Xerox 1963,Central,Home Office,"3/17/11",First Class,Illinois,Paper,"20%",1,US$3 ,"31%",2,US$8 ,"",3,"2011-14-03",8,3,"2011-14-03"
Technology,Chicago,United States,Rick Bensley,Hewlett-Packard,"3/14/11",CA-2011-152618,60653,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,"3/17/11",First Class,Illinois,Machines,"30%",1,US$156 ,"27%",2,US$575 ,"",156,"2011-14-03",575,156,"2011-14-03"
Office Supplies,Huntington Beach,United States,Dean Katz,Avery,"3/14/11",CA-2011-157623,92646,Avery Hi-Liter Fluorescent Desk Style Markers,West,Corporate,"3/18/11",Standard Class,California,Art,"0%",1,US$1 ,"37%",1,US$3 ,"",1,"2011-14-03",3,1,"2011-14-03"
